address,price,beds,baths,sqft,TotalBeds,TotalBaths,CleanedSqft,full_bed,half_bed
"4004-224 King Street W, Toronto, ON",1450000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"1832-135 Lower Sherbourne Street, Toronto, ON",499000.0,1,1,0-499,1.0,1.0,250.0,1,0
"106-3560 St Clair Ave Avenue E, Toronto, ON",577000.0,2,2,700-799,2.0,2.0,750.0,2,0
"298 Poyntz Avenue, Toronto, ON",2298888.0,3+2,5,2000-2500,5.0,5.0,2250.0,3,2
"1101-55 Bloor Street E, Toronto, ON",588000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1908-2181 Yonge Street, Toronto, ON",835000.0,2,2,900-999,2.0,2.0,950.0,2,0
"6-145 Isaac Devins Boulevard, Toronto, ON",595000.0,2,1,900-999,2.0,1.0,950.0,2,0
"906-17 Anndale Drive, Toronto, ON",858888.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"3607-11 Wellesley Street W, Toronto, ON",688000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1007-11 Wellesley Street W, Toronto, ON",685000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"102-1690 Victoria Park Avenue, Toronto, ON",419000.0,3+2,2,1000-1199,5.0,2.0,1100.0,3,2
"502-110 Charles Street E, Toronto, ON",829000.0,2,2,800-899,2.0,2.0,850.0,2,0
"1307-33 Frederick Todd Way, Toronto, ON",558000.0,1,1,600-699,1.0,1.0,650.0,1,0
"11 Bloem Avenue, Toronto, ON",799999.0,2,2,700-1100,2.0,2.0,900.0,2,0
"323-32 Stadium Road, Toronto, ON",1129000.0,2+1,3,1200-1399,3.0,3.0,1300.0,2,1
"TH04-120 Parliament Street, Toronto, ON",1198500.0,3,3,1400-1599,3.0,3.0,1500.0,3,0
"241 Chaplin Crescent, Toronto, ON",2000000.0,3,3,1500-2000,3.0,3.0,1750.0,3,0
"1511-185 Bonis Avenue, Toronto, ON",659000.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"527-22 East Haven Drive, Toronto, ON",449000.0,1,1,500-599,1.0,1.0,550.0,1,0
"2506-18 Parkview Avenue, Toronto, ON",880000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"46 Coolmine Road, Toronto, ON",1410000.0,3,2,1500-2000,3.0,2.0,1750.0,3,0
"1228-3 Greystone Walk Drive, Toronto, ON",580000.0,2,2,800-899,2.0,2.0,850.0,2,0
"67 Kings Park Boulevard, Toronto, ON",1349000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"9 Shady Oaks Crescent, Toronto, ON",5070000.0,4,5,2500-3000,4.0,5.0,2750.0,4,0
"76 Dombey Road, Toronto, ON",869900.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"1509-1250 Bridletowne Circle, Toronto, ON",479900.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"TH01-2212 Lake Shore Boulevard W, Toronto, ON",1200000.0,3,3,1200-1399,3.0,3.0,1300.0,3,0
"21 Fenwood Heights, Toronto, ON",1190000.0,3,3,1100-1500,3.0,3.0,1300.0,3,0
"169 Lappin Avenue, Toronto, ON",1289900.0,3,2,700-1100,3.0,2.0,900.0,3,0
"210-3835 Lake Shore Boulevard W, Toronto, ON",550000.0,2,1,800-899,2.0,1.0,850.0,2,0
"93 Cindy Nicholas Drive, Toronto, ON",1299000.0,5,5,2500-3000,5.0,5.0,2750.0,5,0
"4613-386 Yonge Street, Toronto, ON",715000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"805-151 Avenue Road, Toronto, ON",2199000.0,2,3,1200-1399,2.0,3.0,1300.0,2,0
"6302-388 Yonge Street, Toronto, ON",1295000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"3611-386 Yonge Street, Toronto, ON",598000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1507-75 Canterbury Place, Toronto, ON",698000.0,2,2,700-799,2.0,2.0,750.0,2,0
"1709-200 Bloor Street W, Toronto, ON",1038000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"TH10-2472 Eglinton Avenue E, Toronto, ON",799999.0,3+1,4,1600-1799,4.0,4.0,1700.0,3,1
"146 Quantrell Trail, Toronto, ON",790888.0,3+1,3,1500-2000,4.0,3.0,1750.0,3,1
"40 Oriole Road, Toronto, ON",5285000.0,4+1,5,3500-5000,5.0,5.0,4250.0,4,1
"2604-28 Ted Rogers Way, Toronto, ON",775000.0,2,1,700-799,2.0,1.0,750.0,2,0
"600 Mccowan Road, Toronto, ON",849999.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"5306-12 York Street, Toronto, ON",649000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"2606-115 Mcmahon Drive, Toronto, ON",488000.0,1,1,500-599,1.0,1.0,550.0,1,0
"30 Bellman Avenue, Toronto, ON",2050000.0,4,4,2000-2500,4.0,4.0,2250.0,4,0
"24 Indian Road Crescent, Toronto, ON",2249000.0,4,4,2500-3000,4.0,4.0,2750.0,4,0
"79 Kendal Avenue, Toronto, ON",5195000.0,4,6,3000-3500,4.0,6.0,3250.0,4,0
"PH08-234 Albion Road, Toronto, ON",498800.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"1412-410 Mclevin Avenue, Toronto, ON",439000.0,1,1,0-499,1.0,1.0,250.0,1,0
"3308-81 Navy Wharf Court, Toronto, ON",899900.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"1108&1109-75 Dalhousie Street, Toronto, ON",924900.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"55-75 Elder Avenue, Toronto, ON",1175000.0,3,2,1500-2000,3.0,2.0,1750.0,3,0
"531-21 Nelson Street, Toronto, ON",738000.0,2,2,700-799,2.0,2.0,750.0,2,0
"146 Beech Avenue, Toronto, ON",1299900.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"67 Lesmount Avenue, Toronto, ON",2550000.0,4,4,2000-2500,4.0,4.0,2250.0,4,0
"423 Friendship Avenue, Toronto, ON",2188000.0,5+1,6,2000-2500,6.0,6.0,2250.0,5,1
"2604-225 Village Green Square, Toronto, ON",499000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"119 Regina Avenue, Toronto, ON",1489000.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"210-33 Frederick Todd N/a W, Toronto, ON",649000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"628 Oakwood Avenue, Toronto, ON",899000.0,4,2,1100-1500,4.0,2.0,1300.0,4,0
"3202-15 Mercer Street, Toronto, ON",988888.0,2,2,600-699,2.0,2.0,650.0,2,0
"409-255 Village Green Square, Toronto, ON",474500.0,1,1,500-599,1.0,1.0,550.0,1,0
"1605-5 Valhalla Inn Road, Toronto, ON",499999.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1802-8 The Esplanade Street, Toronto, ON",998900.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"57 Angora Street, Toronto, ON",1189000.0,4+1,3,1500-2000,5.0,3.0,1750.0,4,1
"13 Spencer Avenue, Toronto, ON",2175000.0,5+2,6,3500-5000,7.0,6.0,4250.0,5,2
"59 Baby Point Road, Toronto, ON",3825000.0,3+1,4,2000-2500,4.0,4.0,2250.0,3,1
"275 Fairlawn Avenue, Toronto, ON",2499000.0,3+1,4,1500-2000,4.0,4.0,1750.0,3,1
"PH807-630 Queen Street E, Toronto, ON",1099000.0,2,2,900-999,2.0,2.0,950.0,2,0
"808-3650 Kingston Road, Toronto, ON",549999.0,2,2,900-999,2.0,2.0,950.0,2,0
"215-253 Merton Street, Toronto, ON",599000.0,2,1,700-799,2.0,1.0,750.0,2,0
"401 Hounslow Avenue, Toronto, ON",1580000.0,6+1,5,1500-2000,7.0,5.0,1750.0,6,1
"35 Taysham Crescent, Toronto, ON",1099000.0,3+2,2,1100-1500,5.0,2.0,1300.0,3,2
"96 Edith Drive, Toronto, ON",1749000.0,3+1,3,1100-1500,4.0,3.0,1300.0,3,1
"49A Cadorna Avenue, Toronto, ON",999000.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"904-3220 Sheppard Avenue E, Toronto, ON",498000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"31 Tambrook Drive, Toronto, ON",1199000.0,3,4,1100-1500,3.0,4.0,1300.0,3,0
"324 St. Johns Road, Toronto, ON",1199000.0,3,2,700-1100,3.0,2.0,900.0,3,0
"83 Hillmount Avenue, Toronto, ON",3995000.0,4+1,5,3500-5000,5.0,5.0,4250.0,4,1
"8 Sunnybrook Road, Toronto, ON",1249000.0,2+1,2,700-1100,3.0,2.0,900.0,2,1
"2002-195 Mccaul Street, Toronto, ON",2099900.0,3,3,1400-1599,3.0,3.0,1500.0,3,0
"2004-20 Avoca Avenue, Toronto, ON",2500000.0,1,2,1800-1999,1.0,2.0,1900.0,1,0
"1407-1420 Dupont Street, Toronto, ON",512500.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"310-1660 Bloor Street W, Toronto, ON",653990.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"4202-1928 Lake Shore Boulevard W, Toronto, ON",989000.0,2,2,900-999,2.0,2.0,950.0,2,0
"43 Dewson Street, Toronto, ON",2200000.0,6,6,3500-5000,6.0,6.0,4250.0,6,0
"8 Willowbrook Road, Toronto, ON",1875000.0,3+1,5,2000-2500,4.0,5.0,2250.0,3,1
"80 Heaslip Terrace, Toronto, ON",999900.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"1208-3865 Lake Shore Boulevard W, Toronto, ON",769000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"1908-20 Shore Breeze Drive, Toronto, ON",749900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"44 Fisher Street, Toronto, ON",1190000.0,3+1,3,700-1100,4.0,3.0,900.0,3,1
"148 Martin Grove Road, Toronto, ON",1299000.0,2,3,3500-5000,2.0,3.0,4250.0,2,0
"11 Blaketon Road, Toronto, ON",2475000.0,4,3,3500-5000,4.0,3.0,4250.0,4,0
"25 Hillsboro Avenue, Toronto, ON",2290000.0,4+1,3,1500-2000,5.0,3.0,1750.0,4,1
"41 Meadowcliffe Drive, Toronto, ON",2999999.0,5,5,3500-5000,5.0,5.0,4250.0,5,0
"2216-185 Legion Road N, Toronto, ON",765000.0,2,2,900-999,2.0,2.0,950.0,2,0
"3606-10 Navy Wharf Court, Toronto, ON",599999.0,1+1,1,700-799,2.0,1.0,750.0,1,1
"D38-651 Warden Avenue, Toronto, ON",699000.0,3+1,2,1400-1599,4.0,2.0,1500.0,3,1
"G20-18 Capreol Court, Toronto, ON",1250000.0,3,3,1600-1799,3.0,3.0,1700.0,3,0
"330-90 Stadium Road, Toronto, ON",599000.0,1,1,600-699,1.0,1.0,650.0,1,0
"2302-25 The Esplanade N/a, Toronto, ON",1099900.0,2,2,1200-1399,2.0,2.0,1300.0,2,0
"101 Vessel Crescent, Toronto, ON",995000.0,3,3,1500-2000,3.0,3.0,1750.0,3,0
"48 Salisbury Avenue, Toronto, ON",1785000.0,3+1,2,1500-2000,4.0,2.0,1750.0,3,1
"20 May Apple Terrace, Toronto, ON",1355000.0,3+2,4,2000-2500,5.0,4.0,2250.0,3,2
"126A Sixteenth Street, Toronto, ON",999000.0,3+2,2,700-1100,5.0,2.0,900.0,3,2
"62 Athabaska Avenue, Toronto, ON",2488000.0,4+1,5,3000-3500,5.0,5.0,3250.0,4,1
"343 Kane Avenue, Toronto, ON",899900.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"4 Grosbeak Crescent, Toronto, ON",1175000.0,3+1,4,1500-2000,4.0,4.0,1750.0,3,1
"21 Chiefswood Square, Toronto, ON",1399000.0,5+1,5,2500-3000,6.0,5.0,2750.0,5,1
"115 Cadorna Avenue, Toronto, ON",1849000.0,4,4,1500-2000,4.0,4.0,1750.0,4,0
"305-4208 Dundas Street W, Toronto, ON",560000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"907-205 Frederick Street, Toronto, ON",535000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"S2409-8 Olympic Gdn Drive, Toronto, ON",688000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"606-2720 Dundas Street W, Toronto, ON",1248000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"2023-3031 Finch Avenue W, Toronto, ON",599000.0,3,3,1200-1399,3.0,3.0,1300.0,3,0
"210E-500 Queens Quay W, Toronto, ON",1050000.0,2+1,2,1200-1399,3.0,2.0,1300.0,2,1
"264 Howland Avenue, Toronto, ON",1488000.0,3+1,3,1100-1500,4.0,3.0,1300.0,3,1
"2505-75 Graydon Hall Drive, Toronto, ON",599999.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"813-55 East Liberty Street, Toronto, ON",468000.0,1,1,0-499,1.0,1.0,250.0,1,0
"1806-33 Shore Breeze Drive, Toronto, ON",449900.0,1,1,500-599,1.0,1.0,550.0,1,0
"84 Flaming Roseway N/a, Toronto, ON",1080000.0,3,3,1800-1999,3.0,3.0,1900.0,3,0
"20-200 Mclevin Avenue, Toronto, ON",529000.0,2+1,1,1000-1199,3.0,1.0,1100.0,2,1
"1905-275 Yorkland Road, Toronto, ON",550000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"703-160 Frederick Street, Toronto, ON",1349000.0,2+2,2,2000-2249,4.0,2.0,2124.0,2,2
"2110-15 Lower Jarvis Street, Toronto, ON",999999.0,2,2,800-899,2.0,2.0,850.0,2,0
"2306-1926 Lake Shore Boulevard W, Toronto, ON",689900.0,2+1,2,700-799,3.0,2.0,750.0,2,1
"529-18 Mondeo Drive, Toronto, ON",499000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"3703-300 Front Street W, Toronto, ON",744900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"2716-50 Dunfield Avenue, Toronto, ON",699000.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"32 Endean Avenue, Toronto, ON",1798000.0,4+1,4,1500-2000,5.0,4.0,1750.0,4,1
"57 Baby Point Crescent, Toronto, ON",12800000.0,4,7,3500-5000,4.0,7.0,4250.0,4,0
"469 St Johns Road, Toronto, ON",1399000.0,3,3,1100-1500,3.0,3.0,1300.0,3,0
"44 Carlisle Crescent, Toronto, ON",1298000.0,3+2,4,2000-2500,5.0,4.0,2250.0,3,2
"245 Brookdale Avenue, Toronto, ON",3398000.0,4+1,5,2000-2500,5.0,5.0,2250.0,4,1
"1107-388 Bloor Street E, Toronto, ON",679888.0,1,1,600-699,1.0,1.0,650.0,1,0
"3311-30 Grand Trunk Crescent, Toronto, ON",950000.0,2,2,900-999,2.0,2.0,950.0,2,0
"414-55 Ontario Street, Toronto, ON",489900.0,1,1,0-499,1.0,1.0,250.0,1,0
"15 Delavan Avenue, Toronto, ON",6195000.0,4+1,5,3000-3500,5.0,5.0,3250.0,4,1
"19 Holita Road, Toronto, ON",2490000.0,4+1,4,2500-3000,5.0,4.0,2750.0,4,1
"15 Farrington Drive, Toronto, ON",3780000.0,3+1,4,2000-2500,4.0,4.0,2250.0,3,1
"566 Mcroberts Avenue, Toronto, ON",1595000.0,3+2,4,2500-3000,5.0,4.0,2750.0,3,2
"3-26 Ernest Avenue, Toronto, ON",1298000.0,3+1,3,1500-2000,4.0,3.0,1750.0,3,1
"2403-955 Bay Street E, Toronto, ON",579000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"12 Bushwood Court S, Toronto, ON",899000.0,3+2,2,700-1100,5.0,2.0,900.0,3,2
"91 Glen Road, Toronto, ON",3795000.0,2+1,4,3000-3500,3.0,4.0,3250.0,2,1
"904-150 Neptune Drive, Toronto, ON",625000.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"2219-88 Corporate Drive, Toronto, ON",509900.0,1+1,1,700-799,2.0,1.0,750.0,1,1
"1106-16 Bonnycastle Street, Toronto, ON",689000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"TH3-10 Brin Drive, Toronto, ON",914900.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"21-1 Eaton Park Lane, Toronto, ON",799000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"153-96 Crimson Mill Way, Toronto, ON",999000.0,3+1,4,1600-1799,4.0,4.0,1700.0,3,1
"405-135 Wynford Drive, Toronto, ON",579900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"209-59 East Liberty Street, Toronto, ON",608000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"2008-175 Cumberland Street, Toronto, ON",1935000.0,2,2,1600-1799,2.0,2.0,1700.0,2,0
"1373 Avenue Road, Toronto, ON",2998000.0,4,4,2500-3000,4.0,4.0,2750.0,4,0
"3871 Bathurst Street, Toronto, ON",1480000.0,7,5,2500-3000,7.0,5.0,2750.0,7,0
"32 Algoma Street, Toronto, ON",2175000.0,3+1,4,2000-2500,4.0,4.0,2250.0,3,1
"834-60 Heintzman Street, Toronto, ON",549900.0,1,1,500-599,1.0,1.0,550.0,1,0
"2606-386 Yonge Street, Toronto, ON",590000.0,1,1,500-599,1.0,1.0,550.0,1,0
"404-451 Rosewell Avenue, Toronto, ON",650000.0,1,1,700-799,1.0,1.0,750.0,1,0
"S134-180 Mill Street, Toronto, ON",1199900.0,3+1,3,1200-1399,4.0,3.0,1300.0,3,1
"203-109 Ossington Avenue, Toronto, ON",499000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1808-28 Linden Street, Toronto, ON",795999.0,2,2,800-899,2.0,2.0,850.0,2,0
"38 Copping Road, Toronto, ON",999000.0,3+1,2,700-1100,4.0,2.0,900.0,3,1
"334 Chartland Boulevard S, Toronto, ON",1269800.0,4+2,5,1500-2000,6.0,5.0,1750.0,4,2
"10-19 Centennial Park Road, Toronto, ON",838000.0,4,3,1200-1399,4.0,3.0,1300.0,4,0
"PH10-1 Edgewater Drive, Toronto, ON",1399000.0,2+1,3,1200-1399,3.0,3.0,1300.0,2,1
"36 Lesgay Crescent, Toronto, ON",1398800.0,4,4,1500-2000,4.0,4.0,1750.0,4,0
"707-95 Mcmahon Drive, Toronto, ON",596800.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"719 St Clarens Avenue, Toronto, ON",1899000.0,3+1,3,1500-2000,4.0,3.0,1750.0,3,1
"43 Bellman Avenue, Toronto, ON",2099999.0,4+1,4,2000-2500,5.0,4.0,2250.0,4,1
"614-18 William Carson Crescent, Toronto, ON",998000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"604-399 Spring Garden Avenue, Toronto, ON",595000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"210-88 Scott Street, Toronto, ON",799900.0,1+1,1,800-899,2.0,1.0,850.0,1,1
"813-1720 Eglinton Avenue E, Toronto, ON",569900.0,2,2,900-999,2.0,2.0,950.0,2,0
"1508-2045 Lake Shore Boulevard W, Toronto, ON",889000.0,2,2,1200-1399,2.0,2.0,1300.0,2,0
"190 Markham Street, Toronto, ON",2398000.0,5,4,1500-2000,5.0,4.0,1750.0,5,0
"21 Griselda Crescent, Toronto, ON",999900.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"211-5793 Yonge Street, Toronto, ON",399888.0,1,1,500-599,1.0,1.0,550.0,1,0
"703-30 Samuel Wood Way, Toronto, ON",429000.0,1,1,0-499,1.0,1.0,250.0,1,0
"2B Percy Street, Toronto, ON",1539000.0,3,3,1800-1999,3.0,3.0,1900.0,3,0
"20 Cicerella Crescent, Toronto, ON",999999.0,3+2,2,700-1100,5.0,2.0,900.0,3,2
"19 Schell Avenue, Toronto, ON",1148000.0,3+3,3,1100-1500,6.0,3.0,1300.0,3,3
"351 Hillmount Avenue, Toronto, ON",1300000.0,3+1,2,700-1100,4.0,2.0,900.0,3,1
"516-1050 The Queensway N/a, Toronto, ON",518500.0,1,1,500-599,1.0,1.0,550.0,1,0
"3207-5168 Yonge Street, Toronto, ON",728888.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"3901-33 Bay Street, Toronto, ON",649900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"61 Plum Tree Way, Toronto, ON",865000.0,3+1,2,1200-1399,4.0,2.0,1300.0,3,1
"2103-500 St Clair Avenue W, Toronto, ON",925000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"1028-3045 Finch Avenue W, Toronto, ON",639999.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"314-51 York Mills Road, Toronto, ON",1499000.0,3+1,3,2000-2249,4.0,3.0,2124.0,3,1
"2 Coolhurst Drive, Toronto, ON",959000.0,3+2,2,1100-1500,5.0,2.0,1300.0,3,2
"151 Highland Crescent, Toronto, ON",4995000.0,5+1,7,3500-5000,6.0,7.0,4250.0,5,1
"1011-3121 Sheppard Avenue E, Toronto, ON",469000.0,1,1,0-499,1.0,1.0,250.0,1,0
"1318-80 Harrison Garden Boulevard, Toronto, ON",599000.0,2,2,900-999,2.0,2.0,950.0,2,0
"901-1555 Finch Avenue E, Toronto, ON",699000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"2903-15 Grenville Street, Toronto, ON",599000.0,1,1,500-599,1.0,1.0,550.0,1,0
"TH06-98 Carr Street, Toronto, ON",948000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"2701-55 Regent Park Boulevard, Toronto, ON",569000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"710-270 Scarlett Road, Toronto, ON",749900.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"37 Thicket Road, Toronto, ON",1775000.0,5+1,4,3500-5000,6.0,4.0,4250.0,5,1
"87 Flamborough Drive, Toronto, ON",1298800.0,3+1,2,700-1100,4.0,2.0,900.0,3,1
"708-676 Sheppard Avenue E, Toronto, ON",999000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"119-181 Village Green Square, Toronto, ON",628800.0,2,2,900-999,2.0,2.0,950.0,2,0
"2217-40 Homewood Avenue, Toronto, ON",550000.0,2,1,600-699,2.0,1.0,650.0,2,0
"3703-20 Lombard Street, Toronto, ON",1030000.0,2,2,800-899,2.0,2.0,850.0,2,0
"2408-715 Don Mills Road, Toronto, ON",419000.0,1+1,1,0-499,2.0,1.0,250.0,1,1
"3005-15 Lower Jarvis Street, Toronto, ON",949000.0,2,2,700-799,2.0,2.0,750.0,2,0
"541 Glen Park Avenue, Toronto, ON",1249000.0,3,3,1500-2000,3.0,3.0,1750.0,3,0
"185 Maxome Avenue, Toronto, ON",3598000.0,4+1,7,3500-5000,5.0,7.0,4250.0,4,1
"1465 Danforth Road, Toronto, ON",849000.0,2+1,2,700-1100,3.0,2.0,900.0,2,1
"PH9-352 Front Street W, Toronto, ON",1048000.0,2,3,1000-1199,2.0,3.0,1100.0,2,0
"408-380 Macpherson Avenue, Toronto, ON",1170000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"3304-50 Town Centre Court, Toronto, ON",575000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1005-150 Fairview Mall Drive, Toronto, ON",659000.0,2,2,700-799,2.0,2.0,750.0,2,0
"4104-183 Wellington Street W, Toronto, ON",4988000.0,2,3,2250-2499,2.0,3.0,2374.0,2,0
"720-20 Richardson Street, Toronto, ON",599000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1526-80 Harrison Garden Boulevard, Toronto, ON",899000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"806-160 Flemington Road, Toronto, ON",529900.0,2,1,500-599,2.0,1.0,550.0,2,0
"62 Burr Avenue, Toronto, ON",1265000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"97B Craiglee Drive, Toronto, ON",1589900.0,4,5,2000-2500,4.0,5.0,2250.0,4,0
"110-80 Vanauley Street, Toronto, ON",914900.0,2,3,1200-1399,2.0,3.0,1300.0,2,0
"1316-125 Western Battery Road, Toronto, ON",565000.0,1,1,500-599,1.0,1.0,550.0,1,0
"604-35 Saranac Boulevard, Toronto, ON",429000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1808-8 Eglinton Avenue E, Toronto, ON",749900.0,2,2,600-699,2.0,2.0,650.0,2,0
"GRDN 5-225 Brunswick Avenue, Toronto, ON",1150000.0,2,3,1000-1199,2.0,3.0,1100.0,2,0
"510-19 Barberry Place, Toronto, ON",620000.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"3802-403 Church Street S, Toronto, ON",1095000.0,3,2,900-999,3.0,2.0,950.0,3,0
"401-9 Burnhamthorpe Crescent, Toronto, ON",629000.0,1,1,0-499,1.0,1.0,250.0,1,0
"34 Eaton Avenue, Toronto, ON",1799000.0,3+1,4,1500-2000,4.0,4.0,1750.0,3,1
"61 Hillsview Avenue, Toronto, ON",1619000.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"31 Acara Court, Toronto, ON",1650000.0,4,3,2500-3000,4.0,3.0,2750.0,4,0
"2946 Weston Road, Toronto, ON",1650000.0,4+1,4,3000-3500,5.0,4.0,3250.0,4,1
"124 Marbury Crescent, Toronto, ON",949000.0,3+1,2,700-1100,4.0,2.0,900.0,3,1
"TH16-165 Pears Avenue, Toronto, ON",1948800.0,3,3,1800-1999,3.0,3.0,1900.0,3,0
"702-65 Annie Craig Drive, Toronto, ON",499999.0,1,1,500-599,1.0,1.0,550.0,1,0
"2332-165 Legion Road, Toronto, ON",748000.0,2,2,800-899,2.0,2.0,850.0,2,0
"2109-955 Bay Street, Toronto, ON",829000.0,2,2,700-799,2.0,2.0,750.0,2,0
"1705-89 Mcgill Street, Toronto, ON",749000.0,2,2,600-699,2.0,2.0,650.0,2,0
"1316-480 Front Street W, Toronto, ON",820000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"3201-1 Bedford Road, Toronto, ON",4999000.0,3,3,2250-2499,3.0,3.0,2374.0,3,0
"189 Argyle Street, Toronto, ON",2649000.0,4,4,2500-3000,4.0,4.0,2750.0,4,0
"223 Manning Avenue, Toronto, ON",1998000.0,4+1,3,2000-2500,5.0,3.0,2250.0,4,1
"534 A Westmount Avenue, Toronto, ON",764000.0,2+1,2,700-1100,3.0,2.0,900.0,2,1
"808-38 Grenville Street, Toronto, ON",699000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"727-89 Dunfield Avenue, Toronto, ON",549000.0,1,1,0-499,1.0,1.0,250.0,1,0
"TH2-581 Scarlett Road, Toronto, ON",999000.0,3,4,2250-2499,3.0,4.0,2374.0,3,0
"1801-88 Cumberland Street, Toronto, ON",1249900.0,2,2,800-899,2.0,2.0,850.0,2,0
"76 Anaconda Avenue, Toronto, ON",649900.0,3,1,700-1100,3.0,1.0,900.0,3,0
"1211-397 Front Street W, Toronto, ON",895000.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"725-270 Wellington Street W, Toronto, ON",508000.0,1,1,600-699,1.0,1.0,650.0,1,0
"20 Marquis Avenue, Toronto, ON",2249000.0,4,4,2000-2500,4.0,4.0,2250.0,4,0
"40 Hilldowntree Road, Toronto, ON",3449000.0,5+1,6,3000-3500,6.0,6.0,3250.0,5,1
"95 Sellers Avenue, Toronto, ON",1795000.0,3+1,4,1500-2000,4.0,4.0,1750.0,3,1
"1106-190 St. George Street, Toronto, ON",929000.0,1,1,700-799,1.0,1.0,750.0,1,0
"44-68 Winston Park Boulevard, Toronto, ON",639900.0,2,3,900-999,2.0,3.0,950.0,2,0
"805-300 Front Street, Toronto, ON",699000.0,1,1,0-499,1.0,1.0,250.0,1,0
"2206-10 Eva Road, Toronto, ON",795000.0,2,2,900-999,2.0,2.0,950.0,2,0
"21 Fairfax Crescent, Toronto, ON",1249900.0,3+2,3,1100-1500,5.0,3.0,1300.0,3,2
"385 Belsize Drive, Toronto, ON",2585000.0,3+1,4,1500-2000,4.0,4.0,1750.0,3,1
